"locality","CAT_sp","N_total","N_parasitized","N_par_species","parasitism_rate"
"Yapsiei","Rehimena cissophora",1,0,0,0
"Yapsiei","Rhodoneura aurata",54,2,2,0.037037037037037
"Yapsiei","Simplicia cornicalis",3,0,0,0
"Yapsiei","Symmacra solidaria ochrea",1,0,0,0
"Yapsiei","Tabidia insanalis",1,0,0,0
"Yapsiei","Talanga excelsalis",124,18,7,0.145161290322581
"Yapsiei","Talanga polyzonalis",1,0,0,0
"Yapsiei","Talanga sexpunctalis complex",35,0,0,0
"Yapsiei","Tamba kebea",1,1,1,1
"Yapsiei","Tamba sp. AAE9702",1,0,0,0
"Yapsiei","Unadophanes trissomita",10,0,0,0
"Yapsiei","Uraniidae sp.URAN012",1,0,0,0
"Yapsiei","Xenolepis neoguineana",4,0,0,0
"Yapsiei","Xenothictis gnetivora",3,0,0,0
"Yapsiei","Zaratha nr. plumbilinea",1,0,0,0
