locality,date,value,year,month,variable
Wamangu,1991-09-01,171.10000000000002,1991,9,ppt
Wanang,1991-09-01,142.4,1991,9,ppt
Yapsiei,1991-09-01,156.10000000000002,1991,9,ppt
Elem,1991-10-01,329.8,1991,10,ppt
Morox,1991-10-01,385,1991,10,ppt
Niksek,1991-10-01,370.70000000000005,1991,10,ppt
Ohu,1991-10-01,268.5,1991,10,ppt
Utai,1991-10-01,121.4,1991,10,ppt
Wamangu,1991-10-01,104.5,1991,10,ppt
Wanang,1991-10-01,140.5,1991,10,ppt
Yapsiei,1991-10-01,200.20000000000002,1991,10,ppt
Elem,1991-11-01,108.2,1991,11,ppt
Morox,1991-11-01,293.5,1991,11,ppt
Niksek,1991-11-01,290.8,1991,11,ppt
Ohu,1991-11-01,372.6,1991,11,ppt
Utai,1991-11-01,466.5,1991,11,ppt
Wamangu,1991-11-01,317.90000000000003,1991,11,ppt
Wanang,1991-11-01,338.90000000000003,1991,11,ppt
Yapsiei,1991-11-01,405.6,1991,11,ppt
Elem,1991-12-01,170.70000000000002,1991,12,ppt
Morox,1991-12-01,116.10000000000001,1991,12,ppt
Niksek,1991-12-01,323.40000000000003,1991,12,ppt
Ohu,1991-12-01,349.90000000000003,1991,12,ppt
Utai,1991-12-01,154.60000000000002,1991,12,ppt
Wamangu,1991-12-01,247,1991,12,ppt
Wanang,1991-12-01,141,1991,12,ppt
Yapsiei,1991-12-01,235,1991,12,ppt
Elem,1992-01-01,274.1,1992,1,ppt
Morox,1992-01-01,463.1,1992,1,ppt
Niksek,1992-01-01,353.6,1992,1,ppt
Ohu,1992-01-01,350.3,1992,1,ppt
Utai,1992-01-01,209.60000000000002,1992,1,ppt
Wamangu,1992-01-01,108.80000000000001,1992,1,ppt
Wanang,1992-01-01,80.30000000000001,1992,1,ppt
Yapsiei,1992-01-01,131.20000000000002,1992,1,ppt
Elem,1992-02-01,119.60000000000001,1992,2,ppt
Morox,1992-02-01,269.1,1992,2,ppt
Niksek,1992-02-01,237.5,1992,2,ppt
Ohu,1992-02-01,356.8,1992,2,ppt
Utai,1992-02-01,143.4,1992,2,ppt
Wamangu,1992-02-01,282.3,1992,2,ppt
Wanang,1992-02-01,203.4,1992,2,ppt
Yapsiei,1992-02-01,201.70000000000002,1992,2,ppt
Elem,1992-03-01,121.2,1992,3,ppt
Morox,1992-03-01,59.2,1992,3,ppt
Niksek,1992-03-01,53.900000000000006,1992,3,ppt
Ohu,1992-03-01,70.8,1992,3,ppt
Utai,1992-03-01,67.3,1992,3,ppt
Wamangu,1992-03-01,181.20000000000002,1992,3,ppt
Wanang,1992-03-01,183.9,1992,3,ppt
Yapsiei,1992-03-01,211.5,1992,3,ppt
Elem,1992-04-01,203.8,1992,4,ppt
Morox,1992-04-01,395.70000000000005,1992,4,ppt
Niksek,1992-04-01,317,1992,4,ppt
Ohu,1992-04-01,331.8,1992,4,ppt
Utai,1992-04-01,285.6,1992,4,ppt
Wamangu,1992-04-01,135.4,1992,4,ppt
Wanang,1992-04-01,202,1992,4,ppt
Yapsiei,1992-04-01,240.4,1992,4,ppt
Elem,1992-05-01,158.70000000000002,1992,5,ppt
Morox,1992-05-01,268.90000000000003,1992,5,ppt
Niksek,1992-05-01,184.70000000000002,1992,5,ppt
Ohu,1992-05-01,276.2,1992,5,ppt
Utai,1992-05-01,394.40000000000003,1992,5,ppt
Wamangu,1992-05-01,360.1,1992,5,ppt
Wanang,1992-05-01,357.1,1992,5,ppt
Yapsiei,1992-05-01,343.70000000000005,1992,5,ppt
Elem,1992-06-01,125.9,1992,6,ppt
Morox,1992-06-01,82.7,1992,6,ppt
Niksek,1992-06-01,58.900000000000006,1992,6,ppt
Ohu,1992-06-01,79.60000000000001,1992,6,ppt
Utai,1992-06-01,50.400000000000006,1992,6,ppt
Wamangu,1992-06-01,196,1992,6,ppt
Wanang,1992-06-01,140.6,1992,6,ppt
Yapsiei,1992-06-01,284,1992,6,ppt
Elem,1992-07-01,136.6,1992,7,ppt
Morox,1992-07-01,301.40000000000003,1992,7,ppt
Niksek,1992-07-01,218.4,1992,7,ppt
Ohu,1992-07-01,204,1992,7,ppt
Utai,1992-07-01,257.40000000000003,1992,7,ppt
Wamangu,1992-07-01,154.4,1992,7,ppt
Wanang,1992-07-01,126,1992,7,ppt
Yapsiei,1992-07-01,151.9,1992,7,ppt
Elem,1992-08-01,105,1992,8,ppt
Morox,1992-08-01,191.3,1992,8,ppt
Niksek,1992-08-01,158.60000000000002,1992,8,ppt
Ohu,1992-08-01,172.3,1992,8,ppt
Utai,1992-08-01,87.2,1992,8,ppt
Wamangu,1992-08-01,223,1992,8,ppt
Wanang,1992-08-01,157.3,1992,8,ppt
Yapsiei,1992-08-01,167,1992,8,ppt
Elem,1992-09-01,139.1,1992,9,ppt
Morox,1992-09-01,62.6,1992,9,ppt
Niksek,1992-09-01,68.4,1992,9,ppt
Ohu,1992-09-01,85.5,1992,9,ppt
Utai,1992-09-01,89.2,1992,9,ppt
Wamangu,1992-09-01,213.9,1992,9,ppt
Wanang,1992-09-01,165.10000000000002,1992,9,ppt
Yapsiei,1992-09-01,162.4,1992,9,ppt
Elem,1992-10-01,418.5,1992,10,ppt
Morox,1992-10-01,400.70000000000005,1992,10,ppt
Niksek,1992-10-01,394.40000000000003,1992,10,ppt
Ohu,1992-10-01,368.40000000000003,1992,10,ppt
Utai,1992-10-01,162.3,1992,10,ppt
Wamangu,1992-10-01,99.9,1992,10,ppt
Wanang,1992-10-01,63.5,1992,10,ppt
Yapsiei,1992-10-01,111.80000000000001,1992,10,ppt
Elem,1992-11-01,72.8,1992,11,ppt
Morox,1992-11-01,221.10000000000002,1992,11,ppt
Niksek,1992-11-01,171.4,1992,11,ppt
Ohu,1992-11-01,356.1,1992,11,ppt
Utai,1992-11-01,260.90000000000003,1992,11,ppt
Wamangu,1992-11-01,369.90000000000003,1992,11,ppt
Wanang,1992-11-01,301.6,1992,11,ppt
Yapsiei,1992-11-01,353.1,1992,11,ppt
Elem,1992-12-01,339.40000000000003,1992,12,ppt
Morox,1992-12-01,180.70000000000002,1992,12,ppt
Niksek,1992-12-01,283.6,1992,12,ppt
Ohu,1992-12-01,308.20000000000005,1992,12,ppt
Utai,1992-12-01,162,1992,12,ppt
Wamangu,1992-12-01,230.60000000000002,1992,12,ppt
Wanang,1992-12-01,147.6,1992,12,ppt
Yapsiei,1992-12-01,243.70000000000002,1992,12,ppt
Elem,1993-01-01,457.3,1993,1,ppt
Morox,1993-01-01,355,1993,1,ppt
Niksek,1993-01-01,317.70000000000005,1993,1,ppt
Ohu,1993-01-01,303.40000000000003,1993,1,ppt
Utai,1993-01-01,103,1993,1,ppt
Wamangu,1993-01-01,171,1993,1,ppt
Wanang,1993-01-01,45.7,1993,1,ppt
Yapsiei,1993-01-01,50.1,1993,1,ppt
Elem,1993-02-01,36.1,1993,2,ppt
Morox,1993-02-01,145.4,1993,2,ppt
Niksek,1993-02-01,234.60000000000002,1993,2,ppt
Ohu,1993-02-01,453.1,1993,2,ppt
Utai,1993-02-01,251,1993,2,ppt
Wamangu,1993-02-01,272.2,1993,2,ppt
Wanang,1993-02-01,175.9,1993,2,ppt
Yapsiei,1993-02-01,188.10000000000002,1993,2,ppt
Elem,1993-03-01,49.5,1993,3,ppt
Morox,1993-03-01,124.80000000000001,1993,3,ppt
Niksek,1993-03-01,29.8,1993,3,ppt
Ohu,1993-03-01,22.400000000000002,1993,3,ppt
Utai,1993-03-01,23.700000000000003,1993,3,ppt
Wamangu,1993-03-01,91.5,1993,3,ppt
Wanang,1993-03-01,184.10000000000002,1993,3,ppt
Yapsiei,1993-03-01,280.40000000000003,1993,3,ppt
Elem,1993-04-01,341.1,1993,4,ppt
Morox,1993-04-01,271.6,1993,4,ppt
Niksek,1993-04-01,264.1,1993,4,ppt
Ohu,1993-04-01,276.90000000000003,1993,4,ppt
Utai,1993-04-01,168.70000000000002,1993,4,ppt
Wamangu,1993-04-01,204.8,1993,4,ppt
Wanang,1993-04-01,126.4,1993,4,ppt
Yapsiei,1993-04-01,207.8,1993,4,ppt
Elem,1993-05-01,104.80000000000001,1993,5,ppt
Morox,1993-05-01,222.8,1993,5,ppt
Niksek,1993-05-01,139.6,1993,5,ppt
Ohu,1993-05-01,325.8,1993,5,ppt
Utai,1993-05-01,388.8,1993,5,ppt
Wamangu,1993-05-01,393.1,1993,5,ppt
Wanang,1993-05-01,345.90000000000003,1993,5,ppt
Yapsiei,1993-05-01,342.6,1993,5,ppt
Elem,1993-06-01,60.5,1993,6,ppt
Morox,1993-06-01,118.10000000000001,1993,6,ppt
Niksek,1993-06-01,32.4,1993,6,ppt
Ohu,1993-06-01,8.9,1993,6,ppt
Utai,1993-06-01,18.1,1993,6,ppt
Wamangu,1993-06-01,107.7,1993,6,ppt
Wanang,1993-06-01,235.3,1993,6,ppt
Yapsiei,1993-06-01,414.5,1993,6,ppt
Elem,1993-07-01,204.20000000000002,1993,7,ppt
Morox,1993-07-01,218.9,1993,7,ppt
Niksek,1993-07-01,214.70000000000002,1993,7,ppt
Ohu,1993-07-01,210.60000000000002,1993,7,ppt
Utai,1993-07-01,147.1,1993,7,ppt
Wamangu,1993-07-01,163,1993,7,ppt
Wanang,1993-07-01,101.30000000000001,1993,7,ppt
Yapsiei,1993-07-01,203,1993,7,ppt
Elem,1993-08-01,105.4,1993,8,ppt
Morox,1993-08-01,195.9,1993,8,ppt
Niksek,1993-08-01,72.9,1993,8,ppt
Ohu,1993-08-01,233.3,1993,8,ppt
Utai,1993-08-01,187.60000000000002,1993,8,ppt
Wamangu,1993-08-01,211.60000000000002,1993,8,ppt
Wanang,1993-08-01,124.7,1993,8,ppt
Yapsiei,1993-08-01,153.9,1993,8,ppt
Elem,1993-09-01,54,1993,9,ppt
Morox,1993-09-01,155,1993,9,ppt
Niksek,1993-09-01,36.9,1993,9,ppt
Ohu,1993-09-01,38.7,1993,9,ppt
Utai,1993-09-01,33.7,1993,9,ppt
Wamangu,1993-09-01,112.7,1993,9,ppt
Wanang,1993-09-01,145.20000000000002,1993,9,ppt
Yapsiei,1993-09-01,215.8,1993,9,ppt
Elem,1993-10-01,474.90000000000003,1993,10,ppt
Morox,1993-10-01,388.20000000000005,1993,10,ppt
Niksek,1993-10-01,390.20000000000005,1993,10,ppt
Ohu,1993-10-01,338.5,1993,10,ppt
Utai,1993-10-01,69,1993,10,ppt
Wamangu,1993-10-01,129,1993,10,ppt
Wanang,1993-10-01,37,1993,10,ppt
Yapsiei,1993-10-01,15.100000000000001,1993,10,ppt
Elem,1993-11-01,23.200000000000003,1993,11,ppt
Morox,1993-11-01,119.60000000000001,1993,11,ppt
Niksek,1993-11-01,260.90000000000003,1993,11,ppt
Ohu,1993-11-01,471.40000000000003,1993,11,ppt
Utai,1993-11-01,336.6,1993,11,ppt
Wamangu,1993-11-01,270.6,1993,11,ppt
Wanang,1993-11-01,286.90000000000003,1993,11,ppt
Yapsiei,1993-11-01,325.40000000000003,1993,11,ppt
Elem,1993-12-01,241.8,1993,12,ppt
Morox,1993-12-01,227.8,1993,12,ppt
Niksek,1993-12-01,215.4,1993,12,ppt
Ohu,1993-12-01,374.6,1993,12,ppt
Utai,1993-12-01,187.4,1993,12,ppt
Wamangu,1993-12-01,267.6,1993,12,ppt
Wanang,1993-12-01,86.4,1993,12,ppt
Yapsiei,1993-12-01,278.90000000000003,1993,12,ppt
Elem,1994-01-01,174.70000000000002,1994,1,ppt
Morox,1994-01-01,272.3,1994,1,ppt
Niksek,1994-01-01,253,1994,1,ppt
Ohu,1994-01-01,271.7,1994,1,ppt
Utai,1994-01-01,194.8,1994,1,ppt
Wamangu,1994-01-01,83.10000000000001,1994,1,ppt
Wanang,1994-01-01,120,1994,1,ppt
Yapsiei,1994-01-01,110.4,1994,1,ppt
Elem,1994-02-01,93.7,1994,2,ppt
Morox,1994-02-01,122.5,1994,2,ppt
Niksek,1994-02-01,180.4,1994,2,ppt
Ohu,1994-02-01,360.70000000000005,1994,2,ppt
Utai,1994-02-01,69.3,1994,2,ppt
Wamangu,1994-02-01,167.20000000000002,1994,2,ppt
Wanang,1994-02-01,154.20000000000002,1994,2,ppt
Yapsiei,1994-02-01,172.70000000000002,1994,2,ppt
Elem,1994-03-01,116,1994,3,ppt
Morox,1994-03-01,51.800000000000004,1994,3,ppt
Niksek,1994-03-01,76.3,1994,3,ppt
Ohu,1994-03-01,54.800000000000004,1994,3,ppt
Utai,1994-03-01,59.2,1994,3,ppt
Wamangu,1994-03-01,71.2,1994,3,ppt
Wanang,1994-03-01,141.4,1994,3,ppt
Yapsiei,1994-03-01,230.10000000000002,1994,3,ppt
Elem,1994-04-01,171.70000000000002,1994,4,ppt
Morox,1994-04-01,236.9,1994,4,ppt
Niksek,1994-04-01,264.5,1994,4,ppt
Ohu,1994-04-01,294.7,1994,4,ppt
Utai,1994-04-01,117.60000000000001,1994,4,ppt
Wamangu,1994-04-01,128.8,1994,4,ppt
Wanang,1994-04-01,168.4,1994,4,ppt
Yapsiei,1994-04-01,188.10000000000002,1994,4,ppt
Elem,1994-05-01,165.60000000000002,1994,5,ppt
Morox,1994-05-01,248.4,1994,5,ppt
Niksek,1994-05-01,123.80000000000001,1994,5,ppt
Ohu,1994-05-01,305.40000000000003,1994,5,ppt
Utai,1994-05-01,227.20000000000002,1994,5,ppt
Wamangu,1994-05-01,262,1994,5,ppt
Wanang,1994-05-01,252.70000000000002,1994,5,ppt
Yapsiei,1994-05-01,243.20000000000002,1994,5,ppt
Elem,1994-06-01,240.60000000000002,1994,6,ppt
Morox,1994-06-01,85.60000000000001,1994,6,ppt
Niksek,1994-06-01,126.30000000000001,1994,6,ppt
Ohu,1994-06-01,118.80000000000001,1994,6,ppt
Utai,1994-06-01,52.7,1994,6,ppt
Wamangu,1994-06-01,35.9,1994,6,ppt
Wanang,1994-06-01,173.9,1994,6,ppt
Yapsiei,1994-06-01,303,1994,6,ppt
Elem,1994-07-01,94.4,1994,7,ppt
Morox,1994-07-01,141.5,1994,7,ppt
Niksek,1994-07-01,185.9,1994,7,ppt
Ohu,1994-07-01,216.3,1994,7,ppt
Utai,1994-07-01,81.5,1994,7,ppt
Wamangu,1994-07-01,90.5,1994,7,ppt
Wanang,1994-07-01,115.10000000000001,1994,7,ppt
Yapsiei,1994-07-01,99.60000000000001,1994,7,ppt
Elem,1994-08-01,122.10000000000001,1994,8,ppt
Morox,1994-08-01,239.3,1994,8,ppt
Niksek,1994-08-01,83.4,1994,8,ppt
Ohu,1994-08-01,250.20000000000002,1994,8,ppt
Utai,1994-08-01,38.7,1994,8,ppt
Wamangu,1994-08-01,120.4,1994,8,ppt
Wanang,1994-08-01,127.30000000000001,1994,8,ppt
Yapsiei,1994-08-01,149.8,1994,8,ppt
Elem,1994-09-01,106.2,1994,9,ppt
Morox,1994-09-01,56.7,1994,9,ppt
Niksek,1994-09-01,79.5,1994,9,ppt
Ohu,1994-09-01,55.6,1994,9,ppt
Utai,1994-09-01,79.7,1994,9,ppt
Wamangu,1994-09-01,101.2,1994,9,ppt
Wanang,1994-09-01,113.60000000000001,1994,9,ppt
Yapsiei,1994-09-01,181.70000000000002,1994,9,ppt
Elem,1994-10-01,253,1994,10,ppt
Morox,1994-10-01,285.40000000000003,1994,10,ppt
Niksek,1994-10-01,267.40000000000003,1994,10,ppt
Ohu,1994-10-01,266.3,1994,10,ppt
Utai,1994-10-01,247.8,1994,10,ppt
Wamangu,1994-10-01,84.30000000000001,1994,10,ppt
Wanang,1994-10-01,130.5,1994,10,ppt
Yapsiei,1994-10-01,131.5,1994,10,ppt
Elem,1994-11-01,66.7,1994,11,ppt
Morox,1994-11-01,56.2,1994,11,ppt
Niksek,1994-11-01,192.9,1994,11,ppt
Ohu,1994-11-01,349.5,1994,11,ppt
Utai,1994-11-01,275.8,1994,11,ppt
Wamangu,1994-11-01,230.70000000000002,1994,11,ppt
Wanang,1994-11-01,278.8,1994,11,ppt
Yapsiei,1994-11-01,394.70000000000005,1994,11,ppt
Elem,1994-12-01,55.800000000000004,1994,12,ppt
Morox,1994-12-01,196,1994,12,ppt
Niksek,1994-12-01,208.10000000000002,1994,12,ppt
Ohu,1994-12-01,286,1994,12,ppt
Utai,1994-12-01,234.8,1994,12,ppt
Wamangu,1994-12-01,326.70000000000005,1994,12,ppt
Wanang,1994-12-01,99,1994,12,ppt
Yapsiei,1994-12-01,299.2,1994,12,ppt
Elem,1995-01-01,295.8,1995,1,ppt
Morox,1995-01-01,404.1,1995,1,ppt
Niksek,1995-01-01,436.70000000000005,1995,1,ppt
Ohu,1995-01-01,204.10000000000002,1995,1,ppt
Utai,1995-01-01,311.40000000000003,1995,1,ppt
Wamangu,1995-01-01,86.5,1995,1,ppt
Wanang,1995-01-01,110.9,1995,1,ppt
Yapsiei,1995-01-01,53.400000000000006,1995,1,ppt
Elem,1995-02-01,180.5,1995,2,ppt
Morox,1995-02-01,326,1995,2,ppt
Niksek,1995-02-01,405.5,1995,2,ppt
Ohu,1995-02-01,380.40000000000003,1995,2,ppt
Utai,1995-02-01,182.10000000000002,1995,2,ppt
Wamangu,1995-02-01,223.60000000000002,1995,2,ppt
Wanang,1995-02-01,262.40000000000003,1995,2,ppt
Yapsiei,1995-02-01,142.20000000000002,1995,2,ppt
Elem,1995-03-01,195.60000000000002,1995,3,ppt
Morox,1995-03-01,61.800000000000004,1995,3,ppt
Niksek,1995-03-01,69.60000000000001,1995,3,ppt
Ohu,1995-03-01,40.2,1995,3,ppt
Utai,1995-03-01,111.4,1995,3,ppt
Wamangu,1995-03-01,208.8,1995,3,ppt
Wanang,1995-03-01,328.3,1995,3,ppt
Yapsiei,1995-03-01,240.10000000000002,1995,3,ppt
Elem,1995-04-01,290.6,1995,4,ppt
Morox,1995-04-01,501.1,1995,4,ppt
Niksek,1995-04-01,341.3,1995,4,ppt
Ohu,1995-04-01,180.5,1995,4,ppt
Utai,1995-04-01,235.20000000000002,1995,4,ppt
Wamangu,1995-04-01,122.9,1995,4,ppt
Wanang,1995-04-01,180.4,1995,4,ppt
Yapsiei,1995-04-01,108.5,1995,4,ppt
Elem,1995-05-01,214.4,1995,5,ppt
Morox,1995-05-01,372.20000000000005,1995,5,ppt
Niksek,1995-05-01,305.90000000000003,1995,5,ppt
Ohu,1995-05-01,230.4,1995,5,ppt
Utai,1995-05-01,242.8,1995,5,ppt
Wamangu,1995-05-01,309.3,1995,5,ppt
Wanang,1995-05-01,431.3,1995,5,ppt
Yapsiei,1995-05-01,204,1995,5,ppt
Elem,1995-06-01,297.5,1995,6,ppt
Morox,1995-06-01,90.2,1995,6,ppt
Niksek,1995-06-01,98.4,1995,6,ppt
Ohu,1995-06-01,13.200000000000001,1995,6,ppt
Utai,1995-06-01,188.70000000000002,1995,6,ppt
Wamangu,1995-06-01,275.7,1995,6,ppt
Wanang,1995-06-01,321.40000000000003,1995,6,ppt
Yapsiei,1995-06-01,328.6,1995,6,ppt
Elem,1995-07-01,232.9,1995,7,ppt
Morox,1995-07-01,346.8,1995,7,ppt
Niksek,1995-07-01,220.3,1995,7,ppt
Ohu,1995-07-01,135.8,1995,7,ppt
Utai,1995-07-01,124.4,1995,7,ppt
Wamangu,1995-07-01,93,1995,7,ppt
Wanang,1995-07-01,107.80000000000001,1995,7,ppt
Yapsiei,1995-07-01,82.10000000000001,1995,7,ppt
Elem,1995-08-01,142.8,1995,8,ppt
Morox,1995-08-01,174.60000000000002,1995,8,ppt
Niksek,1995-08-01,269.40000000000003,1995,8,ppt
Ohu,1995-08-01,129.5,1995,8,ppt
Utai,1995-08-01,146.6,1995,8,ppt
Wamangu,1995-08-01,176.8,1995,8,ppt
Wanang,1995-08-01,208,1995,8,ppt
Yapsiei,1995-08-01,121,1995,8,ppt
Elem,1995-09-01,185,1995,9,ppt
Morox,1995-09-01,70.8,1995,9,ppt
Niksek,1995-09-01,76.80000000000001,1995,9,ppt
Ohu,1995-09-01,53.7,1995,9,ppt
Utai,1995-09-01,133.70000000000002,1995,9,ppt
Wamangu,1995-09-01,240.20000000000002,1995,9,ppt
Wanang,1995-09-01,282.7,1995,9,ppt
Yapsiei,1995-09-01,188.5,1995,9,ppt
Elem,1995-10-01,289.8,1995,10,ppt
Morox,1995-10-01,349.3,1995,10,ppt
Niksek,1995-10-01,474.5,1995,10,ppt
Ohu,1995-10-01,216.20000000000002,1995,10,ppt
Utai,1995-10-01,325.5,1995,10,ppt
Wamangu,1995-10-01,86.9,1995,10,ppt
Wanang,1995-10-01,105.5,1995,10,ppt
Yapsiei,1995-10-01,20.900000000000002,1995,10,ppt
Elem,1995-11-01,204.4,1995,11,ppt
Morox,1995-11-01,300,1995,11,ppt
Niksek,1995-11-01,366.3,1995,11,ppt
Ohu,1995-11-01,377.1,1995,11,ppt
Utai,1995-11-01,337.6,1995,11,ppt
Wamangu,1995-11-01,565.4,1995,11,ppt
Wanang,1995-11-01,300.40000000000003,1995,11,ppt
Yapsiei,1995-11-01,202.5,1995,11,ppt
Elem,1995-12-01,203.20000000000002,1995,12,ppt
Morox,1995-12-01,164.20000000000002,1995,12,ppt
Niksek,1995-12-01,229.10000000000002,1995,12,ppt
Ohu,1995-12-01,151.5,1995,12,ppt
Utai,1995-12-01,220,1995,12,ppt
Wamangu,1995-12-01,272,1995,12,ppt
Wanang,1995-12-01,233.60000000000002,1995,12,ppt
Yapsiei,1995-12-01,214.4,1995,12,ppt
Elem,1996-01-01,397.70000000000005,1996,1,ppt
Morox,1996-01-01,626,1996,1,ppt
Niksek,1996-01-01,375.20000000000005,1996,1,ppt
Ohu,1996-01-01,476.20000000000005,1996,1,ppt
Utai,1996-01-01,261.5,1996,1,ppt
Wamangu,1996-01-01,175.3,1996,1,ppt
Wanang,1996-01-01,143.20000000000002,1996,1,ppt
Yapsiei,1996-01-01,132.8,1996,1,ppt
Elem,1996-02-01,289.2,1996,2,ppt
Morox,1996-02-01,220.10000000000002,1996,2,ppt
Niksek,1996-02-01,232.8,1996,2,ppt
Ohu,1996-02-01,453.20000000000005,1996,2,ppt
Utai,1996-02-01,217.20000000000002,1996,2,ppt
Wamangu,1996-02-01,379.90000000000003,1996,2,ppt
Wanang,1996-02-01,257.90000000000003,1996,2,ppt
Yapsiei,1996-02-01,356.20000000000005,1996,2,ppt
Elem,1996-03-01,175.8,1996,3,ppt
Morox,1996-03-01,107,1996,3,ppt
Niksek,1996-03-01,107.7,1996,3,ppt
Ohu,1996-03-01,84.9,1996,3,ppt
Utai,1996-03-01,153.5,1996,3,ppt
Wamangu,1996-03-01,140.1,1996,3,ppt
Wanang,1996-03-01,170.8,1996,3,ppt
Yapsiei,1996-03-01,284.7,1996,3,ppt
Elem,1996-04-01,361.5,1996,4,ppt
Morox,1996-04-01,521.5,1996,4,ppt
Niksek,1996-04-01,334.20000000000005,1996,4,ppt
Ohu,1996-04-01,484.1,1996,4,ppt
Utai,1996-04-01,269.40000000000003,1996,4,ppt
Wamangu,1996-04-01,123.7,1996,4,ppt
Wanang,1996-04-01,237.4,1996,4,ppt
Yapsiei,1996-04-01,249,1996,4,ppt
Elem,1996-05-01,342.20000000000005,1996,5,ppt
Morox,1996-05-01,242,1996,5,ppt
Niksek,1996-05-01,174.9,1996,5,ppt
Ohu,1996-05-01,318.1,1996,5,ppt
Utai,1996-05-01,333.6,1996,5,ppt
Wamangu,1996-05-01,536,1996,5,ppt
Wanang,1996-05-01,263.6,1996,5,ppt
Yapsiei,1996-05-01,214,1996,5,ppt
Elem,1996-06-01,264.7,1996,6,ppt
Morox,1996-06-01,321,1996,6,ppt
Niksek,1996-06-01,52.800000000000004,1996,6,ppt
Ohu,1996-06-01,72,1996,6,ppt
Utai,1996-06-01,356.40000000000003,1996,6,ppt
Wamangu,1996-06-01,179.5,1996,6,ppt
Wanang,1996-06-01,241.20000000000002,1996,6,ppt
Yapsiei,1996-06-01,411.90000000000003,1996,6,ppt
Elem,1996-07-01,281.5,1996,7,ppt
Morox,1996-07-01,343.20000000000005,1996,7,ppt
Niksek,1996-07-01,268,1996,7,ppt
Ohu,1996-07-01,400.20000000000005,1996,7,ppt
Utai,1996-07-01,222.4,1996,7,ppt
Wamangu,1996-07-01,84.80000000000001,1996,7,ppt
Wanang,1996-07-01,160.4,1996,7,ppt
Yapsiei,1996-07-01,165.9,1996,7,ppt
Elem,1996-08-01,215,1996,8,ppt
Morox,1996-08-01,177,1996,8,ppt
Niksek,1996-08-01,141.20000000000002,1996,8,ppt
Ohu,1996-08-01,261.7,1996,8,ppt
Utai,1996-08-01,173.10000000000002,1996,8,ppt
Wamangu,1996-08-01,282.6,1996,8,ppt
Wanang,1996-08-01,226.8,1996,8,ppt
Yapsiei,1996-08-01,339.40000000000003,1996,8,ppt
Elem,1996-09-01,189.5,1996,9,ppt
Morox,1996-09-01,102.60000000000001,1996,9,ppt
Niksek,1996-09-01,132,1996,9,ppt
Ohu,1996-09-01,109.60000000000001,1996,9,ppt
Utai,1996-09-01,173.60000000000002,1996,9,ppt
Wamangu,1996-09-01,162,1996,9,ppt
Wanang,1996-09-01,137.3,1996,9,ppt
Yapsiei,1996-09-01,222.8,1996,9,ppt
Elem,1996-10-01,398.90000000000003,1996,10,ppt
Morox,1996-10-01,593.1,1996,10,ppt
Niksek,1996-10-01,305.1,1996,10,ppt
Ohu,1996-10-01,273.1,1996,10,ppt
Utai,1996-10-01,268.5,1996,10,ppt
Wamangu,1996-10-01,285.3,1996,10,ppt
Wanang,1996-10-01,69.60000000000001,1996,10,ppt
Yapsiei,1996-10-01,90.80000000000001,1996,10,ppt
Elem,1996-11-01,376,1996,11,ppt
Morox,1996-11-01,195.70000000000002,1996,11,ppt
Niksek,1996-11-01,264.1,1996,11,ppt
Ohu,1996-11-01,465.6,1996,11,ppt
Utai,1996-11-01,408.1,1996,11,ppt
Wamangu,1996-11-01,448.8,1996,11,ppt
Wanang,1996-11-01,244.3,1996,11,ppt
Yapsiei,1996-11-01,498.8,1996,11,ppt
Elem,1996-12-01,265.40000000000003,1996,12,ppt
Morox,1996-12-01,83.4,1996,12,ppt
Niksek,1996-12-01,236.3,1996,12,ppt
Ohu,1996-12-01,314.1,1996,12,ppt
Utai,1996-12-01,382.40000000000003,1996,12,ppt
Wamangu,1996-12-01,238.20000000000002,1996,12,ppt
Wanang,1996-12-01,158.10000000000002,1996,12,ppt
Yapsiei,1996-12-01,254.70000000000002,1996,12,ppt
Elem,1997-01-01,444.70000000000005,1997,1,ppt
Morox,1997-01-01,360.3,1997,1,ppt
Niksek,1997-01-01,254.3,1997,1,ppt
Ohu,1997-01-01,397.6,1997,1,ppt
Utai,1997-01-01,242.9,1997,1,ppt
Wamangu,1997-01-01,137.9,1997,1,ppt
Wanang,1997-01-01,155.10000000000002,1997,1,ppt
Yapsiei,1997-01-01,150.70000000000002,1997,1,ppt
Elem,1997-02-01,177.10000000000002,1997,2,ppt
Morox,1997-02-01,229.20000000000002,1997,2,ppt
Niksek,1997-02-01,257.2,1997,2,ppt
Ohu,1997-02-01,413.5,1997,2,ppt
Utai,1997-02-01,260,1997,2,ppt
Wamangu,1997-02-01,278,1997,2,ppt
Wanang,1997-02-01,179.9,1997,2,ppt
Yapsiei,1997-02-01,254.5,1997,2,ppt
Elem,1997-03-01,164.60000000000002,1997,3,ppt
Morox,1997-03-01,29.3,1997,3,ppt
Niksek,1997-03-01,84.80000000000001,1997,3,ppt
Ohu,1997-03-01,31.700000000000003,1997,3,ppt
Utai,1997-03-01,22.1,1997,3,ppt
Wamangu,1997-03-01,115,1997,3,ppt
Wanang,1997-03-01,178.8,1997,3,ppt
Yapsiei,1997-03-01,225.3,1997,3,ppt
Elem,1997-04-01,304.3,1997,4,ppt
Morox,1997-04-01,318.5,1997,4,ppt
